CODEBELISTA,CODPRODUCTOSAP,DESCATEGORIA,DESMARCA,PRECIONORMALMN
45590461,200108408,FRAGANCIAS,ESIKA,97
49026714,400095670,N/A,CYZONE,0.8
50085473,200092310,MAQUILLAJE,LBEL,114
48849202,400095724,N/A,GENERICA,0.8
48549632,200102433,FRAGANCIAS,ESIKA,60
47841925,400095706,N/A,LBEL,0.8
48992420,200111180,FRAGANCIAS,CYZONE,74
37270350,400095670,N/A,CYZONE,0.8
48992420,200108408,FRAGANCIAS,ESIKA,97
46504577,400097665,N/A,GENERICA,0.13
49661266,200092744,FRAGANCIAS,CYZONE,80
45080900,400097638,N/A,GENERICA,0.23
50412725,200082687,CUIDADO PERSONAL,ESIKA,38
50064719,400097639,N/A,GENERICA,0.23
20616164,210100525,MAQUILLAJE,CYZONE,48
46504577,200102081,MAQUILLAJE,ESIKA,46
49925905,400095688,N/A,ESIKA,0.8
50166147,200105188,CUIDADO PERSONAL,ESIKA,18
29951527,400095688,N/A,ESIKA,0.8
47856221,400095706,N/A,LBEL,0.8
25235746,200092333,FRAGANCIAS,CYZONE,80
49328311,200113673,MUESTRAS COSMETICOS,ESIKA,0.8
48506224,400097658,N/A,GENERICA,0.11
47660009,400097639,N/A,GENERICA,0.23
8937435,400095706,N/A,LBEL,0.8
47564417,400097665,N/A,GENERICA,0.13
49672470,200103448,CUIDADO PERSONAL,ESIKA,18
49328311,200095517,CUIDADO PERSONAL,ESIKA,40
48849202,210095249,CUIDADO PERSONAL,CYZONE,48
45717070,400095670,N/A,CYZONE,0.8
50440486,400095670,N/A,CYZONE,0.8
49719973,200056623,FRAGANCIAS,ESIKA,75
50067866,200102276,MAQUILLAJE,CYZONE,84
50381781,200107037,MAQUILLAJE,LBEL,100
43256556,200090452,FRAGANCIAS,ESIKA,95
49950519,210097939,PROMOCION USUARIOS,ESIKA,144
50108139,400095688,N/A,ESIKA,0.8
20556323,400097638,N/A,GENERICA,0.23
45590461,210094725,MAQUILLAJE,LBEL,60
30547748,400095724,N/A,GENERICA,0.8
50381781,200102430,FRAGANCIAS,ESIKA,160
43787128,400097638,N/A,GENERICA,0.23
50402916,210095656,VARIOS,GENERICA,100
43787128,200078944,CUIDADO PERSONAL,ESIKA,36
9527508,200073558,TRATAMIENTO FACIAL,LBEL,40
50253449,200088033,MAQUILLAJE,LBEL,90
49864086,200089510,CUIDADO PERSONAL,CYZONE,46
49734026,200102045,FRAGANCIAS,ESIKA,160
49585799,200109443,FRAGANCIAS,ESIKA,140
48849202,200083615,FRAGANCIAS,CYZONE,80
49962444,210101496,COMPLEMENTOS,ESIKA,120
50419819,400095687,N/A,ESIKA,0.8
49962444,200095465,CUIDADO PERSONAL,ESIKA,18
48849202,200109443,FRAGANCIAS,ESIKA,140
50014851,200103022,CUIDADO PERSONAL,ESIKA,36
50419819,400095688,N/A,ESIKA,0.8
9527508,200102430,FRAGANCIAS,ESIKA,160
45170373,200113673,MUESTRAS COSMETICOS,ESIKA,0.8
33278349,200099205,MAQUILLAJE,LBEL,117
31963354,200103354,MAQUILLAJE,ESIKA,56
46189302,200084778,CUIDADO PERSONAL,CYZONE,32
45934772,200108408,FRAGANCIAS,ESIKA,97
49925905,200106442,MAQUILLAJE,ESIKA,0
49672470,210102154,BIJOUTERIE,CYZONE,63
9527508,210098492,MAQUILLAJE,ESIKA,64
46504577,200103449,CUIDADO PERSONAL,CYZONE,18
9527508,200102351,MAQUILLAJE,ESIKA,48
48849202,400097638,N/A,GENERICA,0.23
49695853,400095688,N/A,ESIKA,0.8
50229459,200104938,CUIDADO PERSONAL,ESIKA,38
50381781,200105017,FRAGANCIAS,CYZONE,60
43609947,200089509,FRAGANCIAS,ESIKA,98
50140784,200039855,FRAGANCIAS,CYZONE,97
47841925,210100298,PROMOCION USUARIOS,ESIKA,3
49950144,210105259,VARIOS,ESIKA,1.1
49019718,400095684,N/A,ESIKA,0.08
23475324,210100066,BIJOUTERIE,ESIKA,90
49187912,200106446,MAQUILLAJE,ESIKA,46
43256556,400095672,N/A,CYZONE,0.8
50253449,400095722,N/A,GENERICA,0.8
50167666,210102442,CUIDADO PERSONAL,LBEL,38
50355063,210102585,COMPLEMENTOS,CYZONE,46
20616164,200109875,FRAGANCIAS,LBEL,190
20616164,400097699,N/A,GENERICA,1.5
50381781,200103354,MAQUILLAJE,ESIKA,0
50014851,200084840,TRATAMIENTO CORPORAL,ESIKA,60
49950144,400097772,N/A,GENERICA,0.23
44147165,200106441,MAQUILLAJE,ESIKA,46
50302342,400095722,N/A,GENERICA,0.8
48849202,200111353,MUESTRAS COSMETICOS,ESIKA,1.1
50085473,400095722,N/A,GENERICA,0.8
48506224,210100495,MAQUILLAJE,CYZONE,38
35055541,200095464,CUIDADO PERSONAL,ESIKA,18
49328311,400097600,N/A,ESIKA,0.8
44147165,400095690,N/A,ESIKA,0.8
47660009,400097772,N/A,GENERICA,0.23
50064719,400097556,N/A,GENERICA,0.08
50291952,210097511,MAQUILLAJE,CYZONE,46
44147165,400095672,N/A,CYZONE,0.8
23475324,200107184,MAQUILLAJE,CYZONE,38
47564417,400097888,N/A,GENERICA,0.12
49167911,200105188,CUIDADO PERSONAL,ESIKA,18
45717070,210105262,VARIOS,ESIKA,0.27
44066882,200109165,MAQUILLAJE,CYZONE,38
50014851,200082674,FRAGANCIAS,ESIKA,46
48506224,210101851,PROMOCION USUARIOS,CYZONE,6
49719973,200106312,FRAGANCIAS,ESIKA,58
43609947,200095420,CUIDADO PERSONAL,ESIKA,18
20616164,400097785,N/A,GENERICA,0.16
49950144,400095690,N/A,ESIKA,0.8
50622401,200098673,FRAGANCIAS,ESIKA,154.7
50355063,210103887,PROMOCION USUARIOS,LBEL,3
20616164,210092742,MAQUILLAJE,ESIKA,64
50381781,200106359,MUESTRAS COSMETICOS,CYZONE,1.1
50014851,200099047,FRAGANCIAS,ESIKA,130
44147165,200103961,TRATAMIENTO CORPORAL,LBEL,45
49950144,210095975,MAQUILLAJE,CYZONE,40
43609947,200095465,CUIDADO PERSONAL,ESIKA,18
49950144,200095864,FRAGANCIAS,LBEL,4.9
34591709,200109632,TRATAMIENTO CORPORAL,ESIKA,40
50382702,400095708,N/A,LBEL,0.8
43609947,400097556,N/A,GENERICA,0.08
1156543,200106449,MAQUILLAJE,ESIKA,46
49950144,400095672,N/A,CYZONE,0.8
50291952,200112904,MAQUILLAJE,CYZONE,37
50427919,210092742,MAQUILLAJE,ESIKA,64
20556323,200113745,VARIOS,GENERICA,64.9
43256556,400097785,N/A,GENERICA,0.16
20616164,400095708,N/A,LBEL,0.8
49950144,210099584,COMPLEMENTOS,CYZONE,134
44066882,210101851,PROMOCION USUARIOS,CYZONE,6
50382702,210102549,BIJOUTERIE,CYZONE,103
45717070,210099606,BIJOUTERIE,CYZONE,103
8601089,200109875,FRAGANCIAS,LBEL,190
20616164,400095690,N/A,ESIKA,0.8
49950144,200106852,FRAGANCIAS,LBEL,150
42457361,200102108,MAQUILLAJE,CYZONE,38
50381781,400097836,N/A,GENERICA,0.11
44147165,200113693,FRAGANCIAS,ESIKA,86
42487821,200106488,TRATAMIENTO FACIAL,CYZONE,40
44147165,400095670,N/A,CYZONE,0.8
50331903,200097067,CUIDADO PERSONAL,ESIKA,72
50166147,400097842,N/A,GENERICA,0.23
50355063,400096762,N/A,GENERICA,0.04
47660009,200095917,TRATAMIENTO FACIAL,ESIKA,50
50622401,200109263,TRATAMIENTO FACIAL,CYZONE,38
50622401,210091550,TRATAMIENTO FACIAL,CYZONE,24
49950144,200106441,MAQUILLAJE,ESIKA,46
49986777,200105017,FRAGANCIAS,CYZONE,60
50014851,400097836,N/A,GENERICA,0.11
24648907,400097509,N/A,GENERICA,1
50014851,200108908,CUIDADO PERSONAL,CYZONE,34
48506224,200108671,FRAGANCIAS,ESIKA,130
44069326,200095903,FRAGANCIAS,ESIKA,140
43768565,210103887,PROMOCION USUARIOS,LBEL,6
49950144,200039855,FRAGANCIAS,CYZONE,86
45934772,400097558,N/A,GENERICA,0.23
47564417,210099206,RELOJES,ESIKA,175
50167666,200111353,MUESTRAS COSMETICOS,ESIKA,1.1
49995598,400095704,N/A,LBEL,0.8
49996853,210101676,PROMOCION USUARIOS,CYZONE,130
48849202,210096448,BIJOUTERIE,CYZONE,88
49719973,200106441,MAQUILLAJE,ESIKA,46
46309758,200103452,CUIDADO PERSONAL,LBEL,26
49328311,200072913,FRAGANCIAS,ESIKA,46
50108139,200109790,MUESTRAS COSMETICOS,CYZONE,1.1
45080900,400096762,N/A,GENERICA,0.04
45080900,400097772,N/A,GENERICA,0.23
50167666,400095708,N/A,LBEL,0.8
46504577,400097572,N/A,GENERICA,0.4
49950144,210100298,PROMOCION USUARIOS,ESIKA,3
50108139,200109537,CUIDADO PERSONAL,ESIKA,18
49328311,210100453,COMPLEMENTOS,CYZONE,77
35055541,200105017,FRAGANCIAS,CYZONE,60
48775918,400095685,N/A,ESIKA,0.8
49019718,400095686,N/A,ESIKA,0.8
50136752,400097517,N/A,GENERICA,0.8
50412725,200109533,MUESTRAS COSMETICOS,ESIKA,1.9
49812418,200106284,FRAGANCIAS,ESIKA,109
48506224,200103027,CUIDADO PERSONAL,ESIKA,46
50318273,400095686,N/A,ESIKA,0.8
49950144,210102339,BIJOUTERIE,ESIKA,100
47506220,200090337,CUIDADO PERSONAL,ESIKA,49
11558585,200103027,CUIDADO PERSONAL,ESIKA,46
48992420,200108408,FRAGANCIAS,ESIKA,97
50412725,400095722,N/A,GENERICA,0.8
49695853,400097502,N/A,GENERICA,0
49950144,200072913,FRAGANCIAS,ESIKA,46
49986777,400097575,N/A,GENERICA,0.4
48755488,210101277,BIJOUTERIE,CYZONE,46
50419819,200109162,MAQUILLAJE,LBEL,64
47841925,200105017,FRAGANCIAS,CYZONE,60
46165322,200109533,MUESTRAS COSMETICOS,ESIKA,1.04
50108139,400097556,N/A,GENERICA,0.08
49328311,210101671,PROMOCION USUARIOS,CYZONE,130
49950144,200089621,MUESTRAS COSMETICOS,LBEL,1.9
45717070,200109874,FRAGANCIAS,CYZONE,80
8601089,400095687,N/A,ESIKA,0.8
43768565,200095382,CUIDADO PERSONAL,ESIKA,18
45969711,200095159,CUIDADO PERSONAL,ESIKA,18
41288620,200112474,TRATAMIENTO CORPORAL,LBEL,104
50085473,200113737,VARIOS,GENERICA,105
50331903,400095686,N/A,ESIKA,0.8
47850487,200092742,FRAGANCIAS,CYZONE,80
33440626,400097270,N/A,GENERICA,0.23
45590461,210091733,BIJOUTERIE,ESIKA,65
36461209,400095723,N/A,GENERICA,0.8
44322722,200109537,CUIDADO PERSONAL,ESIKA,18
50412725,200109635,MUESTRAS COSMETICOS,ESIKA,3.5
49864086,200097947,FRAGANCIAS,CYZONE,80
47567165,210102614,COMPLEMENTOS,CYZONE,73
44147165,200101110,TRATAMIENTO FACIAL,LBEL,152
47660009,400095731,N/A,GENERICA,4
47660009,200103961,TRATAMIENTO CORPORAL,LBEL,48
50798917,200103028,CUIDADO PERSONAL,ESIKA,30
49021348,210102151,BIJOUTERIE,CYZONE,46
50529169,200113692,MUESTRAS COSMETICOS,LBEL,1.2
49019718,210095652,MAQUILLAJE,CYZONE,0
49021348,200111165,MUESTRAS COSMETICOS,ESIKA,1.3
49276583,400098313,N/A,GENERICA,0.54
50798917,200094826,MAQUILLAJE,ESIKA,32
44147165,400095731,N/A,GENERICA,4
47819504,200111391,CUIDADO PERSONAL,CYZONE,32
49021348,210102552,RELOJES,CYZONE,103
47660009,210102006,COMPLEMENTOS,CYZONE,77
50966763,200111101,MAQUILLAJE,LBEL,104
50229459,210105031,BIJOUTERIE,ESIKA,80
49021348,200110346,MAQUILLAJE,ESIKA,52
47567165,220046318,N/A,GENERICA,100
47660009,200113410,TRATAMIENTO CORPORAL,LBEL,108
47660009,200098673,FRAGANCIAS,ESIKA,140
45590461,200086566,CUIDADO PERSONAL,ESIKA,59
50382702,200111234,TRATAMIENTO FACIAL,ESIKA,66
50061957,200089508,TRATAMIENTO CORPORAL,ESIKA,50
50140784,200100692,FRAGANCIAS,LBEL,56
43256556,400095706,N/A,LBEL,0.8
50392856,200095382,CUIDADO PERSONAL,ESIKA,8.9
50061957,200103022,CUIDADO PERSONAL,ESIKA,36
50318273,200091710,MUESTRAS COSMETICOS,CYZONE,1.9
49483333,210102539,BIJOUTERIE,CYZONE,46
50740617,200098673,FRAGANCIAS,ESIKA,154.7
47567165,400095727,N/A,GENERICA,0.4
50622401,400097984,N/A,GENERICA,0.11
50740617,210100408,CUIDADO PERSONAL,CYZONE,48
50315282,210100629,COMPLEMENTOS,CYZONE,82
50315282,210100629,COMPLEMENTOS,CYZONE,0
45080900,400095691,N/A,ESIKA,0.8
49026714,400095728,N/A,GENERICA,0.8
49483333,200112528,MAQUILLAJE,ESIKA,52
50740617,200107621,MAQUILLAJE,LBEL,60
42958190,200087253,MAQUILLAJE,CYZONE,44
49483333,200093883,FRAGANCIAS,ESIKA,64
49483333,200093883,FRAGANCIAS,ESIKA,64
49026714,200095170,CUIDADO PERSONAL,ESIKA,18
44545187,200105218,TRATAMIENTO FACIAL,ESIKA,70
50494330,200109537,CUIDADO PERSONAL,ESIKA,18
50140784,200095895,FRAGANCIAS,CYZONE,80
42958190,400097908,N/A,GENERICA,0.11
45934772,200088133,FRAGANCIAS,ESIKA,117
47567165,210102039,COMPLEMENTOS,CYZONE,77
50494330,200072406,CUIDADO PERSONAL,LBEL,42
47567165,400095673,N/A,CYZONE,0.4
49026714,200106488,TRATAMIENTO FACIAL,CYZONE,40
50061957,210098462,MAQUILLAJE,CYZONE,32
50061957,200108671,FRAGANCIAS,ESIKA,0
50061957,210101851,PROMOCION USUARIOS,CYZONE,5
50392856,400097909,N/A,GENERICA,0.31
50061957,200105017,FRAGANCIAS,CYZONE,60
50061957,200083997,FRAGANCIAS,ESIKA,100
45080900,400097908,N/A,GENERICA,0.11
42059889,400097910,N/A,GENERICA,0
50061957,200108807,CUIDADO PERSONAL,ESIKA,18
50678954,200082687,CUIDADO PERSONAL,ESIKA,38
50740617,200108908,CUIDADO PERSONAL,CYZONE,34
50061957,200111352,FRAGANCIAS,ESIKA,170
46504577,200099207,MAQUILLAJE,LBEL,120
49026714,200109258,TRATAMIENTO CORPORAL,ESIKA,40
49026714,400097961,N/A,GENERICA,0.31
49026714,200105188,CUIDADO PERSONAL,ESIKA,18
49483333,200100866,FRAGANCIAS,ESIKA,170
50315282,200086106,TRATAMIENTO FACIAL,LBEL,66
47567165,210104083,BIJOUTERIE,ESIKA,100
49483333,400095674,N/A,CYZONE,0.4
49483333,400097984,N/A,GENERICA,0.11
46504577,400095728,N/A,GENERICA,0.8
50740617,200089510,CUIDADO PERSONAL,CYZONE,46
50740617,200086399,FRAGANCIAS,LBEL,168
50740617,200095570,CUIDADO PERSONAL,ESIKA,18
49026714,200109537,CUIDADO PERSONAL,ESIKA,18
49026714,200106295,FRAGANCIAS,ESIKA,150
49026714,200082688,CUIDADO PERSONAL,ESIKA,46
50402916,200106488,TRATAMIENTO FACIAL,CYZONE,40
50315282,400096764,N/A,GENERICA,0.04
49483333,200086566,CUIDADO PERSONAL,ESIKA,59
11558585,400095689,N/A,ESIKA,0.8
49950144,200078924,CUIDADO PERSONAL,ESIKA,36
50382702,200105167,MAQUILLAJE,LBEL,62
50061957,200090349,CUIDADO PERSONAL,ESIKA,49
50061957,200102108,MAQUILLAJE,CYZONE,38
50140784,200102061,FRAGANCIAS,ESIKA,60
50061957,200105074,MUESTRAS COSMETICOS,LBEL,0.1
50392856,200095170,CUIDADO PERSONAL,ESIKA,8.9
42059889,200105041,FRAGANCIAS,ESIKA,78
50392856,400095709,N/A,LBEL,0.8
49483333,200108505,CUIDADO PERSONAL,ESIKA,32
50419819,400097961,N/A,GENERICA,0.31
49026714,200105125,CUIDADO PERSONAL,ESIKA,18
50494330,400095674,N/A,CYZONE,0.4
49026714,200090346,CUIDADO PERSONAL,ESIKA,50
49483333,200112295,MAQUILLAJE,CYZONE,23
46504577,210095994,MAQUILLAJE,ESIKA,38
49483333,400097961,N/A,GENERICA,0.31
50622401,200108908,CUIDADO PERSONAL,CYZONE,34
47567165,400095691,N/A,ESIKA,0.8
47567165,200090349,CUIDADO PERSONAL,ESIKA,50
50494330,200103025,CUIDADO PERSONAL,ESIKA,68
50740617,200110328,MAQUILLAJE,ESIKA,0
50494330,200098555,FRAGANCIAS,ESIKA,119.8
43609947,400068882,N/A,GENERICA,0.4
47567165,200102064,MAQUILLAJE,CYZONE,64
50392856,400095691,N/A,ESIKA,0.8
49026714,210102493,PROMOCION USUARIOS,ESIKA,64.9
50494330,210103887,PROMOCION USUARIOS,LBEL,3
42059889,200111352,FRAGANCIAS,ESIKA,170
50494330,200113742,VARIOS,GENERICA,99.9
47567165,210103597,BIJOUTERIE,ESIKA,90
50402916,400095728,N/A,GENERICA,0.8
47567165,200106488,TRATAMIENTO FACIAL,CYZONE,40
46504577,200109356,MAQUILLAJE,CYZONE,26
50494330,200085822,FRAGANCIAS,ESIKA,150
50061957,200102097,MAQUILLAJE,CYZONE,38
50061957,400097955,N/A,GENERICA,0.1
50392856,200105074,MUESTRAS COSMETICOS,LBEL,0.1
50494330,200085860,CUIDADO PERSONAL,ESIKA,36
50740617,200103441,CUIDADO PERSONAL,ESIKA,26
50740617,200108908,CUIDADO PERSONAL,CYZONE,34
49483333,200103025,CUIDADO PERSONAL,ESIKA,68
50494330,400095728,N/A,GENERICA,0.8
50740617,400095710,N/A,LBEL,0.4
49483333,210102600,COMPLEMENTOS,CYZONE,139
44545187,400095692,N/A,ESIKA,0.4
50494330,400097961,N/A,GENERICA,0.31
50622401,400095728,N/A,GENERICA,0.8
50622401,400096761,N/A,GENERICA,0.04
50402916,210101980,COMPLEMENTOS,CYZONE,154
44545187,200103025,CUIDADO PERSONAL,ESIKA,68
46504577,200112910,FRAGANCIAS,ESIKA,109
44545187,200102045,FRAGANCIAS,ESIKA,170
50061957,200105041,FRAGANCIAS,ESIKA,78
50061957,400097720,N/A,GENERICA,0
50140784,200099686,FRAGANCIAS,CYZONE,52
50392856,400097908,N/A,GENERICA,0.11
50392856,400095673,N/A,CYZONE,0.8
50318273,200101350,MUESTRAS COSMETICOS,LBEL,4.5
23475324,200109611,MAQUILLAJE,CYZONE,34
50392856,200111352,FRAGANCIAS,ESIKA,170
50402916,200103354,MAQUILLAJE,ESIKA,56
49187912,200078924,CUIDADO PERSONAL,ESIKA,36
50331903,400096763,N/A,GENERICA,0.04
50315282,400097961,N/A,GENERICA,0.31
50494330,200108408,FRAGANCIAS,ESIKA,100
49026714,400095692,N/A,ESIKA,0.4
43787128,200103963,TRATAMIENTO CORPORAL,LBEL,0
50140784,200102846,TRATAMIENTO CORPORAL,ESIKA,0
50315282,200108583,MAQUILLAJE,CYZONE,36
50622401,200113739,VARIOS,GENERICA,89.7
50315282,200095374,CUIDADO PERSONAL,ESIKA,18
49026714,200087253,MAQUILLAJE,CYZONE,44
50740617,210102038,COMPLEMENTOS,CYZONE,77
47567165,400095728,N/A,GENERICA,0.8
42059889,400097955,N/A,GENERICA,0.1
49026714,200110328,MAQUILLAJE,ESIKA,52
50740617,400097984,N/A,GENERICA,0.11
50061957,200105079,FRAGANCIAS,CYZONE,60
42059889,400095709,N/A,LBEL,0.8
45080900,400095709,N/A,LBEL,0.8
23475324,200108671,FRAGANCIAS,ESIKA,0
50494330,400097984,N/A,GENERICA,0.11
50622401,400095692,N/A,ESIKA,0.4
44545187,200106854,FRAGANCIAS,LBEL,170
50315282,200101080,TRATAMIENTO FACIAL,ESIKA,56
50494330,200106646,MAQUILLAJE,ESIKA,39
47567165,200113793,MAQUILLAJE,CYZONE,38
50402916,200105079,FRAGANCIAS,CYZONE,60
49026714,400095674,N/A,CYZONE,0.4
49026714,200099310,FRAGANCIAS,ESIKA,64
50315282,200098789,TRATAMIENTO FACIAL,LBEL,108
49026714,200106365,MUESTRAS COSMETICOS,CYZONE,1.2
50622401,400095674,N/A,CYZONE,0.4
44545187,200084777,CUIDADO PERSONAL,CYZONE,32
50494330,200083940,FRAGANCIAS,LBEL,196
50494330,200113953,FRAGANCIAS,ESIKA,74
47567165,400097961,N/A,GENERICA,0.31
50494330,400095692,N/A,ESIKA,0.4
49483333,210100298,PROMOCION USUARIOS,ESIKA,3
50494330,200103716,MAQUILLAJE,ESIKA,0
50494330,200104255,FRAGANCIAS,ESIKA,100
50622401,200106440,MAQUILLAJE,ESIKA,46
50140784,400095691,N/A,ESIKA,0.8
50392856,400095727,N/A,GENERICA,0.8
46504577,400095674,N/A,CYZONE,0.4
49026714,200095465,CUIDADO PERSONAL,ESIKA,18
49950144,200092457,MUESTRAS COSMETICOS,CYZONE,1.1
50014851,400095691,N/A,ESIKA,0.8
42059889,400095673,N/A,CYZONE,0.8
50392856,200102430,FRAGANCIAS,ESIKA,160
47567165,400097984,N/A,GENERICA,0.11
50494330,400096762,N/A,GENERICA,0.04
50402916,200103920,MAQUILLAJE,CYZONE,38
50494330,210100298,PROMOCION USUARIOS,ESIKA,3
50622401,200110963,MAQUILLAJE,LBEL,64
50494330,200106659,MAQUILLAJE,ESIKA,39
50740617,210102038,COMPLEMENTOS,CYZONE,77
47567165,400095692,N/A,ESIKA,0.4
50740617,200095895,FRAGANCIAS,CYZONE,84
50315282,200097955,MUESTRAS COSMETICOS,CYZONE,0.9
50622401,200103025,CUIDADO PERSONAL,ESIKA,68
50740617,200100866,FRAGANCIAS,ESIKA,170
49026714,200090349,CUIDADO PERSONAL,ESIKA,50
44545187,400097984,N/A,GENERICA,0.11
50740617,400095709,N/A,LBEL,0.4
50402916,400097984,N/A,GENERICA,0.11
50315282,400097984,N/A,GENERICA,0.11
50494330,400095710,N/A,LBEL,0.4
42059889,400095727,N/A,GENERICA,0.8
50061957,200106852,FRAGANCIAS,LBEL,150
49950144,400097955,N/A,GENERICA,0.1
50061957,210100298,PROMOCION USUARIOS,ESIKA,6
50061957,210099566,HOGAR,CYZONE,72
50061957,210105042,BIJOUTERIE,ESIKA,110
50229459,200073557,TRATAMIENTO FACIAL,LBEL,76
49483333,210102079,COMPLEMENTOS,ESIKA,120
49360827,200103452,CUIDADO PERSONAL,LBEL,26
50167666,210096268,MAQUILLAJE,ESIKA,44
43787128,400095709,N/A,LBEL,0.8
48775918,200102102,MAQUILLAJE,CYZONE,38
50529169,210100664,COMPLEMENTOS,CYZONE,77
20810254,200111353,MUESTRAS COSMETICOS,ESIKA,1.1
43256556,210102011,COMPLEMENTOS,CYZONE,36
50009130,200102282,MAQUILLAJE,ESIKA,0
50229459,200108080,CUIDADO PERSONAL,ESIKA,35
49021348,200104066,TRATAMIENTO CORPORAL,LBEL,56
50392856,400097772,N/A,GENERICA,0.23
50412725,200110923,MUESTRAS COSMETICOS,CYZONE,8.5
48992420,200091727,FRAGANCIAS,ESIKA,109
46189302,210100498,MAQUILLAJE,CYZONE,19
50427919,200098086,TRATAMIENTO CORPORAL,ESIKA,58
50061957,400097842,N/A,GENERICA,0.23
47841925,220044659,N/A,GENERICA,100
42487821,200064341,CUIDADO PERSONAL,ESIKA,46
49661266,400095692,N/A,ESIKA,0.4
47856221,400095667,N/A,CYZONE,0.8
50392856,200104066,TRATAMIENTO CORPORAL,LBEL,56
43153501,200105011,FRAGANCIAS,CYZONE,85
50234738,400096764,N/A,GENERICA,0.04
31963354,200102676,MUESTRAS COSMETICOS,LBEL,0.28
48992420,400097717,N/A,GENERICA,0.11
8937435,400097772,N/A,GENERICA,0.23
50061957,200078924,CUIDADO PERSONAL,ESIKA,36
49596219,400095668,N/A,CYZONE,0.8
41010398,200109790,MUESTRAS COSMETICOS,CYZONE,1.1
20616164,400097715,N/A,GENERICA,0.23
49661266,200086172,FRAGANCIAS,CYZONE,81
43256556,200105125,CUIDADO PERSONAL,ESIKA,18
9527508,400097772,N/A,GENERICA,0.23
43768565,400095726,N/A,GENERICA,0.8
41010398,200104938,CUIDADO PERSONAL,ESIKA,38
11558585,200106459,MAQUILLAJE,ESIKA,46
50381781,200089619,MUESTRAS COSMETICOS,LBEL,1.9
45934772,400097667,N/A,GENERICA,0.8
43256556,400095692,N/A,ESIKA,0.4
46232917,400095723,N/A,GENERICA,0.8
42958190,200086432,FRAGANCIAS,ESIKA,99
50085473,400097556,N/A,GENERICA,0.08
46309758,400095692,N/A,ESIKA,0.4
45590461,200106452,MAQUILLAJE,ESIKA,46
50382702,400095692,N/A,ESIKA,0.4
41010398,200104924,CUIDADO PERSONAL,ESIKA,32
9527508,400097785,N/A,GENERICA,0.16
42958190,210102539,BIJOUTERIE,CYZONE,46
49734026,400095690,N/A,ESIKA,0.8
42958190,400097961,N/A,GENERICA,0.31
34638101,210100083,BIJOUTERIE,ESIKA,115
49661266,200098519,FRAGANCIAS,ESIKA,170
41010398,220044659,N/A,GENERICA,100
46309758,210101546,PROMOCION USUARIOS,CYZONE,2.5
34638101,200111316,MUESTRAS COSMETICOS,LBEL,1.13
50061957,200105215,TRATAMIENTO FACIAL,ESIKA,70
43256556,200095162,CUIDADO PERSONAL,ESIKA,18
50136752,200111354,MUESTRAS COSMETICOS,ESIKA,1.1
31963354,200111353,MUESTRAS COSMETICOS,ESIKA,1.9
9527508,400097842,N/A,GENERICA,0.23
50061957,200109537,CUIDADO PERSONAL,ESIKA,18
43853007,400095672,N/A,CYZONE,0.8
49940661,200113793,MAQUILLAJE,CYZONE,38
50392856,200106571,MAQUILLAJE,CYZONE,32
43256556,400097984,N/A,GENERICA,0.11
50064719,400097772,N/A,GENERICA,0.23
50136752,400095708,N/A,LBEL,0.8
45590461,200082678,FRAGANCIAS,ESIKA,46
49645880,400097515,N/A,GENERICA,0.11
49995598,210098357,ACCESORIOS COSMETICOS,CYZONE,38
49727763,200094149,FRAGANCIAS,CYZONE,70
50283925,210099606,BIJOUTERIE,CYZONE,103
49962444,200097066,CUIDADO PERSONAL,ESIKA,72
49661266,400095726,N/A,GENERICA,0.8
49925905,200099047,FRAGANCIAS,ESIKA,130
50427919,400097984,N/A,GENERICA,0.11
34591709,400095726,N/A,GENERICA,0.8
9527508,200111353,MUESTRAS COSMETICOS,ESIKA,1.1
49940661,200084777,CUIDADO PERSONAL,CYZONE,32
49986777,200095170,CUIDADO PERSONAL,ESIKA,18
50167666,210099851,MAQUILLAJE,CYZONE,96
48775918,400097342,N/A,GENERICA,0.13
49864086,200108789,MAQUILLAJE,ESIKA,55
45590461,210095652,MAQUILLAJE,CYZONE,40
48549632,200105011,FRAGANCIAS,CYZONE,85
31963354,400095672,N/A,CYZONE,0.8
49328311,210095993,MAQUILLAJE,ESIKA,38
45590461,400097836,N/A,GENERICA,0.11
50440486,400097836,N/A,GENERICA,0.11
44069326,400095674,N/A,CYZONE,0.4
50440486,400096763,N/A,GENERICA,0.04
50085473,400095684,N/A,ESIKA,0.08
44322722,200095911,FRAGANCIAS,CYZONE,49
31963354,200091269,CUIDADO PERSONAL,LBEL,96
47841925,210100663,COMPLEMENTOS,CYZONE,77
46189302,210103639,BIJOUTERIE,ESIKA,70
43853007,200082974,FRAGANCIAS,LBEL,191
43853007,200105655,CUIDADO PERSONAL,ESIKA,50
49812418,210098356,ACCESORIOS COSMETICOS,CYZONE,25
43256556,200107353,MAQUILLAJE,CYZONE,28
24648907,400097600,N/A,ESIKA,0.8
49715706,400097270,N/A,GENERICA,0.23
46309758,200109890,MAQUILLAJE,CYZONE,44
49328311,210093802,COMPLEMENTOS,CYZONE,60
1156543,400097984,N/A,GENERICA,0.11
49924402,200102282,MAQUILLAJE,ESIKA,46
50318273,400097715,N/A,GENERICA,0.23
48679285,400096762,N/A,GENERICA,0.04
46504577,400095702,N/A,LBEL,0.08
43256556,200105190,CUIDADO PERSONAL,ESIKA,18
